Lämpötilan keskiarvo [°C],Alin lämpötila [°C],Ylin lämpötila [°C],Tunnin sademäärä [mm],Suhteellisen kosteuden keskiarvo [%],Ilmanpaineen keskiarvo [hPa],Keskituulen nopeus [m/s],Kovin keskituulen nopeus [m/s],Kovin puuska [m/s],Tuulen suunnan keskiarvo [°]
0.8,0.6,1.0,0.0,88,1001.1,5.7,7.1,11.8,258.0
0.6,0.4,0.9,0.0,89,1001.6,5.2,5.6,9.3,256.0
0.8,0.6,0.9,0.0,89,1002.4,5.2,6.3,9.1,260.0
1.2,0.9,1.5,0.0,87,1003.1,5.3,5.7,8.9,261.0
2.1,1.5,2.4,0.0,81,1003.6,5.6,6.7,10.9,274.0
2.8,2.2,3.5,0.0,77,1004.1,4.7,5.3,8.4,286.0
2.1,1.8,2.3,0.0,80,1004.4,3.2,4.0,5.8,294.0
2.2,1.8,2.8,0.0,78,1004.7,3.4,4.0,6.6,292.0
2.9,2.6,3.0,0.0,74,1004.9,3.2,4.1,6.8,289.0
2.1,1.1,2.7,0.0,77,1005.2,2.9,3.5,5.7,307.0
0.4,0.0,1.1,0.0,86,1005.6,2.0,2.6,2.7,301.0
0.0,-0.6,0.4,0.0,89,1005.7,1.2,2.1,2.2,8.0
-0.3,-0.6,-0.1,0.0,92,1006.3,1.3,2.1,2.6,43.0
-0.3,-0.8,0.3,0.0,92,1006.4,2.0,2.5,3.2,33.0
0.3,0.1,0.5,0.0,87,1006.9,2.5,3.0,4.9,29.0
0.0,-0.1,0.2,0.0,85,1007.4,3.1,4.0,5.8,52.0
-0.2,-0.4,-0.1,0.0,85,1007.7,3.0,3.5,6.0,68.0
-0.5,-0.7,-0.4,0.0,85,1007.8,2.9,3.5,6.4,66.0
-0.7,-0.8,-0.7,0.0,84,1007.8,3.2,4.1,5.8,62.0
-0.7,-0.7,-0.6,0.0,84,1008.1,3.5,4.1,7.1,66.0
-0.5,-0.6,-0.4,0.0,84,1008.1,3.8,4.4,6.4,68.0
-0.4,-0.5,-0.3,0.0,86,1008.1,4.1,4.6,7.4,69.0
-0.2,-0.4,-0.1,0.0,87,1007.9,4.5,5.3,8.1,70.0
0.1,-0.1,0.3,0.0,88,1007.5,4.8,5.6,9.4,69.0
0.5,0.3,0.6,0.0,89,1006.8,5.5,6.0,8.9,69.0
0.9,0.6,1.3,0.0,88,1006.2,5.3,6.0,9.9,71.0
1.7,1.3,2.2,0.0,88,1006.4,4.5,5.3,7.4,68.0
3.9,2.3,5.3,0.0,90,1006.6,6.3,8.4,13.6,88.0
5.6,5.3,6.0,0.0,88,1006.3,7.7,8.3,13.2,96.0
6.2,6.0,6.4,0.0,87,1005.3,8.1,9.7,14.8,93.0
6.4,6.3,6.5,0.0,88,1004.4,8.5,9.4,14.7,94.0
6.4,6.4,6.5,0.0,87,1003.2,9.1,10.4,16.7,92.0
6.6,6.5,6.7,0.0,88,1002.8,8.0,9.9,14.5,94.0
6.8,6.7,6.9,0.0,88,1002.3,8.3,9.4,15.5,96.0
7.1,6.8,7.3,0.0,87,1001.6,9.4,10.0,15.7,100.0
7.5,7.3,7.7,0.0,86,1001.5,8.4,9.9,14.4,104.0
7.7,7.6,7.8,0.0,85,1000.9,8.5,9.8,14.2,107.0
7.7,7.7,7.8,0.0,85,1000.1,7.8,8.5,12.0,107.0
7.8,7.6,7.9,0.0,85,999.7,7.6,8.4,12.0,103.0
7.6,7.4,7.7,0.0,84,999.7,6.2,6.8,9.9,108.0
7.4,7.2,7.4,0.0,86,999.6,5.8,6.3,9.4,109.0
7.5,7.4,7.7,0.0,85,999.1,5.3,5.8,7.5,107.0
7.5,7.5,7.7,0.0,85,998.7,4.5,5.4,7.2,105.0
7.4,7.2,7.7,0.0,86,998.0,5.0,6.0,9.9,113.0
7.6,7.4,7.8,0.0,85,997.4,6.4,7.3,12.0,118.0
7.8,7.8,7.9,0.0,82,996.7,6.6,7.1,12.0,120.0
7.7,7.5,7.8,0.0,83,996.2,6.5,7.4,10.7,111.0
7.4,7.2,7.6,0.0,86,995.5,8.4,9.3,13.3,107.0
7.3,7.1,7.4,0.0,86,994.8,8.9,10.1,15.3,110.0
7.3,7.2,7.4,0.0,84,994.5,7.8,9.4,14.8,112.0
7.1,6.9,7.3,0.0,85,994.1,7.6,8.1,12.0,111.0
6.9,6.6,7.1,0.1,88,993.6,8.2,9.6,13.8,109.0
6.6,6.5,6.7,5.4,96,993.5,7.3,7.8,11.8,112.0
6.9,6.7,7.0,2.1,96,992.8,6.8,7.4,11.9,116.0
7.0,7.0,7.2,2.1,96,992.3,7.3,8.7,12.5,124.0
7.5,7.2,7.6,0.0,95,991.8,7.8,8.6,13.0,131.0
7.7,7.6,7.8,0.0,94,991.5,8.1,9.4,14.2,126.0
7.8,7.7,7.9,0.0,93,991.1,9.4,10.4,15.8,122.0
7.9,7.8,8.0,0.3,93,990.8,9.3,10.0,16.7,122.0
8.2,8.1,8.3,0.0,92,990.6,9.7,10.4,16.4,122.0
8.6,8.3,8.9,0.0,89,990.4,10.0,10.7,15.0,131.0
9.1,8.8,9.3,0.0,83,990.2,9.2,10.5,15.7,143.0
9.2,9.0,9.3,0.0,81,990.7,9.4,10.8,16.1,151.0
9.1,9.0,9.3,0.0,83,991.5,8.8,10.3,16.2,161.0
8.8,8.5,9.1,0.0,87,992.1,8.8,10.4,16.5,162.0
8.8,8.7,8.8,0.0,89,992.6,7.8,9.0,15.4,168.0
8.6,8.5,8.7,0.0,91,992.9,7.0,8.2,14.6,170.0
8.5,8.4,8.6,0.0,93,993.1,6.6,7.3,13.0,171.0
8.4,8.3,8.6,0.0,93,993.3,5.6,6.5,10.1,172.0
8.4,8.3,8.6,0.0,92,993.3,5.1,6.2,9.6,177.0
8.4,8.3,8.5,0.0,92,993.2,4.9,5.4,8.6,168.0
8.2,8.1,8.3,0.0,91,993.1,4.3,5.2,8.3,174.0
8.1,7.9,8.2,0.0,92,992.6,3.3,3.8,6.4,173.0
7.8,7.5,7.9,0.0,93,992.3,3.0,3.5,5.6,167.0
7.7,7.6,7.9,0.0,93,991.8,2.7,3.2,4.9,174.0
8.0,7.9,8.1,0.0,92,991.5,2.4,2.8,4.1,161.0
8.4,8.0,8.7,0.0,89,991.3,1.5,2.3,3.0,180.0
8.5,8.4,8.7,0.0,88,991.3,1.7,2.4,3.6,162.0
8.4,8.3,8.5,0.0,89,991.5,2.5,3.0,4.0,157.0
8.3,8.2,8.4,0.0,90,991.6,2.2,2.9,4.6,167.0
8.5,8.2,8.6,0.0,87,991.2,1.6,1.8,2.4,162.0
7.4,6.9,8.2,0.0,93,991.4,1.9,2.1,3.3,149.0
6.6,6.1,7.2,0.0,96,991.6,1.5,2.0,3.0,147.0
5.7,5.1,6.3,0.0,98,991.6,1.8,2.4,2.7,116.0
5.5,5.3,5.7,0.0,99,991.8,2.7,3.3,3.8,113.0
5.7,5.4,5.9,0.0,99,991.7,2.3,2.5,3.5,103.0
5.9,5.6,6.1,0.0,99,991.8,2.6,2.9,3.7,94.0
6.2,6.1,6.3,0.0,99,991.9,2.3,3.0,3.9,84.0
6.3,6.1,6.5,0.0,98,991.5,2.7,3.0,3.8,84.0
6.5,6.3,6.7,0.0,97,991.4,2.9,3.4,5.3,90.0
6.6,6.4,6.8,0.0,97,991.2,3.3,3.6,5.3,85.0
7.3,6.9,7.4,0.0,96,991.1,4.0,4.3,6.8,107.0
7.4,7.3,7.5,0.0,95,990.6,3.8,4.1,6.3,114.0
7.5,7.5,7.6,0.0,96,990.3,3.4,3.9,5.1,106.0
7.6,7.5,7.7,0.0,96,990.2,3.2,3.5,5.3,112.0
7.7,7.6,7.8,0.0,95,990.1,3.5,4.1,5.4,112.0
7.7,7.7,7.8,0.0,95,989.9,3.0,3.7,4.7,113.0
7.7,7.7,7.8,0.0,95,989.9,2.6,3.1,4.3,117.0
7.8,7.7,7.9,0.0,95,989.9,2.4,2.9,3.9,109.0
8.1,7.9,8.2,0.0,94,989.9,1.9,2.4,3.8,107.0
8.4,8.2,8.5,0.0,93,989.9,1.8,2.3,3.2,128.0
8.5,8.4,8.6,0.0,92,990.1,1.2,1.4,2.2,107.0
8.7,8.6,8.8,0.0,92,990.1,0.8,1.4,1.8,118.0
8.7,8.7,8.8,0.0,92,990.1,1.1,1.5,2.0,96.0
8.8,8.6,8.9,0.0,92,990.2,1.4,1.6,2.3,111.0
8.6,8.5,8.7,0.0,93,990.5,0.9,1.4,1.8,116.0
8.4,8.2,8.5,0.3,94,990.8,0.9,1.6,2.0,286.0
7.9,7.7,8.2,0.0,96,991.2,1.3,1.7,2.5,261.0
7.7,7.7,7.8,0.0,97,991.4,1.7,2.1,2.8,274.0
7.7,7.6,7.8,0.0,97,991.7,1.9,2.1,2.7,274.0
7.7,7.5,7.8,0.0,96,992.1,1.9,2.4,2.9,273.0
7.5,7.5,7.6,0.0,96,992.5,2.5,2.7,3.3,273.0
7.4,7.4,7.5,0.0,96,992.9,2.4,2.6,3.8,280.0
7.3,7.3,7.4,0.0,96,993.4,2.4,2.7,3.6,276.0
7.3,7.2,7.4,0.0,97,993.7,2.5,3.1,4.5,265.0
7.3,7.3,7.4,0.0,98,994.1,2.5,3.0,3.9,268.0
7.3,7.3,7.4,0.0,98,994.5,2.2,2.5,3.6,277.0
7.4,7.3,7.4,0.0,98,994.9,2.0,2.5,3.5,276.0
7.4,7.2,7.5,0.0,97,995.3,2.7,3.2,4.7,272.0
7.3,7.2,7.4,0.0,97,995.7,3.0,3.5,4.6,265.0
7.4,7.3,7.5,0.0,96,996.0,3.3,3.6,5.2,263.0
7.2,7.0,7.5,0.0,94,996.5,3.2,3.7,4.9,270.0
7.1,7.0,7.3,0.0,94,996.9,3.0,3.6,4.9,267.0
7.4,7.3,7.5,0.0,93,997.4,4.0,4.8,6.6,265.0
7.5,7.4,7.7,0.0,93,997.9,3.5,4.5,6.5,267.0
7.9,7.7,8.1,0.0,91,998.3,3.2,3.9,6.2,263.0
8.4,8.1,8.5,0.0,87,998.7,3.6,4.6,6.9,266.0
8.3,8.1,8.5,0.0,87,999.0,2.8,3.7,5.5,244.0
8.0,7.9,8.1,0.0,89,999.4,3.6,4.5,6.2,231.0
7.9,7.8,8.0,0.0,87,999.6,3.1,3.8,5.4,250.0
7.6,7.4,7.9,0.0,87,999.9,3.3,3.6,5.5,264.0
7.3,7.2,7.5,0.0,86,1000.2,2.8,3.4,4.5,265.0
7.0,6.9,7.2,0.0,88,1000.3,2.3,2.9,4.1,272.0
7.0,6.9,7.2,0.0,88,1000.5,2.3,2.8,3.6,270.0
6.8,6.6,6.9,0.0,90,1000.7,1.9,2.3,3.8,258.0
6.5,6.2,6.8,0.2,93,1001.0,2.4,3.0,4.3,269.0
6.0,5.9,6.2,0.0,97,1001.1,1.7,2.3,3.0,264.0
6.1,6.0,6.2,0.0,97,1001.3,1.9,2.2,2.9,282.0
5.9,5.8,6.2,0.0,95,1001.5,1.8,2.3,3.3,294.0
5.7,5.5,5.8,0.0,94,1001.6,1.9,2.3,3.3,298.0
5.4,5.2,5.5,0.0,96,1001.7,2.1,2.4,3.2,300.0
5.1,4.8,5.3,0.0,96,1001.8,2.0,2.5,3.7,286.0
5.0,4.8,5.1,0.0,95,1002.0,2.5,3.1,4.6,271.0
4.6,4.1,5.1,0.0,94,1002.3,2.3,2.9,3.7,276.0
4.3,3.9,4.6,0.0,94,1002.4,2.8,3.1,4.5,270.0
3.8,3.5,4.3,0.0,95,1002.6,2.5,2.8,3.7,267.0
3.8,3.3,4.1,0.0,94,1003.0,3.5,4.1,6.5,267.0
4.5,3.9,4.7,0.0,88,1003.3,3.2,3.8,4.9,271.0
4.9,4.7,5.0,0.0,87,1003.6,3.5,4.1,6.9,278.0
5.0,4.9,5.1,0.0,86,1003.9,2.9,3.8,6.0,295.0
4.9,4.7,5.1,0.0,84,1004.3,3.7,4.7,7.2,297.0
4.5,4.1,4.8,0.0,82,1004.5,3.4,3.9,6.5,299.0
4.1,3.8,4.5,0.0,83,1004.6,2.6,3.4,5.1,312.0
3.7,3.4,3.8,0.0,84,1004.7,1.9,2.3,3.5,349.0
3.2,2.8,3.4,0.0,86,1004.9,1.6,2.0,3.5,338.0
2.3,2.1,2.8,0.0,89,1004.9,0.9,1.8,2.1,305.0
2.5,2.1,2.7,0.0,88,1004.9,0.9,1.6,2.4,316.0
1.7,1.4,2.1,0.0,91,1004.8,0.9,1.1,1.7,30.0
1.5,1.0,1.9,0.0,95,1005.1,1.4,1.8,2.1,128.0
1.4,1.1,1.7,0.0,96,1005.2,2.0,2.4,2.6,141.0
1.9,1.5,2.1,0.0,95,1005.2,1.6,1.8,2.1,127.0
1.3,0.9,1.9,0.0,97,1005.2,1.1,1.5,2.1,54.0
1.5,1.1,2.0,0.0,97,1005.2,1.8,2.1,2.4,60.0
2.1,1.6,2.7,0.0,97,1005.0,2.0,2.4,2.9,61.0
3.1,2.7,3.3,0.0,92,1004.8,2.9,3.5,4.5,55.0
3.2,3.1,3.2,0.1,93,1004.6,3.3,4.0,4.8,73.0
3.2,3.1,3.2,0.2,94,1004.3,3.5,3.9,5.4,75.0
3.3,3.1,3.4,1.9,97,1004.3,3.0,3.5,5.1,86.0
3.5,3.4,3.7,0.1,98,1004.0,2.9,3.6,4.6,71.0
3.8,3.7,3.8,0.0,98,1004.0,2.3,2.7,3.4,58.0
3.8,3.7,3.8,0.0,98,1004.2,1.9,2.4,3.7,44.0
3.7,3.6,3.8,0.4,98,1004.6,1.9,2.6,3.8,33.0
3.8,3.6,4.1,0.1,97,1005.1,1.3,2.6,3.0,1.0
4.0,3.9,4.2,0.0,96,1005.6,0.9,1.3,2.0,14.0
4.6,4.0,5.3,0.0,95,1005.7,0.8,1.3,1.9,27.0
5.1,5.0,5.3,0.0,95,1005.9,0.7,1.0,1.8,349.0
4.9,4.7,5.1,0.0,96,1006.1,1.0,1.4,2.0,15.0
4.7,4.4,4.8,0.0,97,1006.3,1.3,1.7,2.3,347.0
4.2,4.2,4.4,0.0,97,1006.4,0.8,1.3,2.0,16.0
4.2,4.2,4.3,0.0,97,1006.5,1.3,1.5,2.1,73.0
4.2,3.9,4.4,0.0,98,1006.6,1.4,1.8,2.8,82.0
4.0,3.9,4.1,0.0,99,1006.8,1.4,1.7,2.5,87.0
3.8,3.7,4.0,0.0,99,1006.7,1.9,2.2,2.9,76.0
3.8,3.7,3.9,0.0,99,1006.7,1.7,2.1,2.7,63.0
3.8,3.7,3.8,0.0,99,1006.3,2.3,2.6,3.4,78.0
4.0,3.8,4.2,0.0,99,1006.0,2.4,2.7,3.9,88.0
4.6,4.2,5.2,1.7,99,1005.8,2.4,2.8,3.8,97.0
6.3,5.1,7.2,0.4,99,1005.4,3.6,4.7,7.6,157.0
7.2,7.0,7.3,0.0,96,1004.9,4.4,4.7,7.3,165.0
7.1,7.0,7.2,0.0,93,1004.4,4.3,5.0,8.0,166.0
6.9,6.8,7.1,0.1,94,1004.0,5.0,5.6,9.0,153.0
6.7,6.6,6.8,0.4,96,1003.4,4.5,5.3,9.6,145.0
6.6,6.6,6.7,0.7,96,1002.9,5.3,6.0,9.1,143.0
6.6,6.5,6.7,1.1,96,1002.6,5.1,6.2,10.1,149.0
6.6,6.5,6.6,1.1,96,1002.3,5.3,6.2,9.5,147.0
6.6,6.6,6.7,1.3,96,1002.3,5.4,6.0,9.6,149.0
6.6,6.6,6.7,0.8,96,1002.1,5.1,5.7,9.3,154.0
6.6,6.6,6.7,1.2,96,1001.8,5.1,5.9,9.5,158.0
6.6,6.6,6.6,1.0,96,1001.5,5.0,5.8,8.7,162.0
6.7,6.6,6.7,1.5,96,1001.2,4.7,5.1,8.2,164.0
6.7,6.6,6.7,1.2,96,1001.1,4.3,5.4,9.3,179.0
6.6,6.6,6.7,1.2,96,1001.2,4.8,6.0,10.3,184.0
6.8,6.7,6.8,1.1,97,1001.2,4.8,5.6,8.8,189.0
6.9,6.8,7.0,0.6,96,1001.3,5.2,6.0,10.6,191.0
7.0,6.9,7.2,0.5,97,1001.4,4.6,5.8,8.9,202.0
7.3,7.1,7.4,0.2,97,1001.6,5.4,5.9,10.2,211.0
7.3,7.3,7.4,0.3,97,1001.8,5.3,6.5,9.7,212.0
7.6,7.4,7.7,0.0,97,1002.2,5.0,5.7,8.2,217.0
7.7,7.6,7.8,0.0,96,1002.6,4.3,5.2,8.0,221.0
7.7,7.6,7.8,0.0,96,1002.9,3.9,4.7,7.1,223.0
7.6,7.5,7.7,0.0,97,1003.1,3.0,3.7,5.1,210.0
7.8,7.7,7.9,0.0,96,1003.4,2.8,3.2,5.8,203.0
7.8,7.7,7.8,0.0,97,1003.4,2.8,3.4,4.8,187.0
7.7,7.7,7.8,0.0,97,1003.5,2.2,2.5,4.4,179.0
7.7,7.7,7.8,0.0,97,1003.6,2.6,2.9,4.6,171.0
7.7,7.7,7.8,0.0,95,1003.7,2.8,3.3,5.2,179.0
7.6,7.5,7.7,0.0,95,1004.0,1.9,2.4,3.9,150.0
7.5,7.5,7.6,0.0,96,1004.2,2.6,3.0,4.5,140.0
7.4,7.4,7.5,0.0,96,1004.6,3.0,3.8,4.8,132.0
7.4,7.3,7.4,0.0,95,1005.1,3.3,3.8,5.7,140.0
7.2,7.1,7.3,0.0,95,1005.5,3.2,3.8,5.4,145.0
7.1,7.0,7.2,0.4,96,1005.7,3.4,3.8,5.3,129.0
7.2,7.1,7.3,0.1,96,1005.6,2.8,3.4,4.4,121.0
7.0,7.0,7.1,0.0,94,1005.5,3.2,3.7,5.6,106.0
6.9,6.7,7.0,0.1,94,1005.7,3.2,3.8,5.4,112.0
6.6,6.5,6.7,0.1,95,1005.9,3.2,3.5,4.9,103.0
6.5,6.5,6.7,0.3,96,1006.1,2.9,3.3,5.7,95.0
6.7,6.6,6.7,0.6,97,1006.3,3.4,3.9,6.4,96.0
6.6,6.6,6.6,0.4,97,1006.5,4.0,4.7,6.8,89.0
6.6,6.6,6.7,0.4,96,1006.6,3.7,4.2,6.7,94.0
6.6,6.6,6.7,0.3,97,1006.8,4.1,4.7,7.7,99.0
6.6,6.5,6.6,1.0,97,1007.0,4.2,4.7,7.2,101.0
6.4,6.3,6.5,0.7,96,1007.2,4.3,4.7,7.2,91.0
6.2,6.2,6.3,0.8,97,1007.0,3.9,4.7,6.4,83.0
6.2,6.2,6.3,0.5,97,1006.8,3.9,4.3,6.4,77.0
6.2,6.1,6.3,0.6,97,1006.7,4.4,5.3,7.8,74.0
6.1,6.0,6.2,0.5,96,1006.5,5.0,6.1,9.0,75.0
6.0,6.0,6.1,0.8,96,1006.3,4.6,5.0,8.1,71.0
6.0,5.9,6.0,0.5,96,1006.1,4.6,5.0,8.4,69.0
5.8,5.7,5.9,0.5,95,1005.8,5.0,5.5,9.6,60.0
5.2,4.8,5.7,0.4,95,1005.8,5.3,5.7,8.7,45.0
4.8,4.7,4.9,0.1,96,1005.6,5.2,5.9,8.5,48.0
4.9,4.8,5.0,0.4,96,1005.5,5.2,5.7,9.5,46.0
5.0,4.9,5.1,1.1,95,1005.3,5.2,6.1,9.6,45.0
5.0,4.9,5.1,0.7,94,1005.2,5.5,6.2,10.4,42.0
4.8,4.7,4.9,0.5,94,1005.0,5.8,6.5,10.6,48.0
4.7,4.6,4.7,0.3,95,1004.9,5.5,6.4,9.9,52.0
4.7,4.6,4.8,0.4,95,1004.6,5.4,6.3,10.3,53.0
4.5,4.4,4.6,0.3,95,1004.5,5.3,5.9,10.7,54.0
4.2,4.1,4.4,0.0,96,1004.4,5.6,6.1,9.4,52.0
3.9,3.7,4.1,0.0,96,1004.5,5.2,6.2,8.6,47.0
3.6,3.5,3.8,0.0,96,1004.4,5.2,5.6,9.2,43.0
3.4,3.3,3.5,0.0,95,1004.2,5.1,6.0,9.3,41.0
3.3,3.3,3.4,0.0,95,1004.0,4.8,5.5,9.4,41.0
3.2,3.1,3.3,0.0,93,1003.8,5.3,5.9,9.3,42.0
3.1,3.0,3.2,0.0,93,1003.6,5.2,5.8,8.6,42.0
2.8,2.7,3.0,0.0,94,1003.3,5.1,5.5,8.9,38.0
2.6,2.5,2.7,0.0,94,1003.1,4.7,5.4,9.1,32.0
2.6,2.5,2.7,0.0,94,1002.7,4.7,5.5,8.6,30.0
2.7,2.6,2.7,0.0,93,1002.4,4.5,5.2,8.8,27.0
2.5,2.4,2.6,0.0,95,1002.1,4.3,5.3,8.8,28.0
2.4,2.2,2.5,0.0,93,1001.8,4.9,5.4,8.6,24.0
2.1,2.0,2.2,0.0,91,1001.4,4.8,5.6,10.3,20.0
1.7,1.5,2.0,0.1,91,1001.3,4.5,5.3,8.3,22.0
1.2,1.0,1.5,0.4,94,1001.2,4.0,4.4,6.6,12.0
1.0,0.9,1.2,0.2,94,1000.9,4.1,4.5,7.7,11.0
1.1,1.1,1.2,0.0,92,1000.7,3.8,4.8,6.9,7.0
1.2,1.1,1.3,0.0,90,1000.7,3.8,4.3,8.5,9.0
1.3,1.3,1.4,0.0,87,1000.6,4.2,5.2,8.8,12.0
1.3,1.3,1.4,0.0,86,1000.6,4.1,4.5,7.5,10.0
1.1,1.0,1.3,0.0,86,1000.6,4.0,4.7,7.5,7.0
1.0,0.9,1.1,0.0,83,1000.5,4.3,5.3,8.1,6.0
1.0,0.8,1.1,0.0,84,1000.4,4.1,5.0,8.3,7.0
0.4,0.1,0.9,0.1,91,1000.5,3.3,3.9,7.2,353.0
0.1,-0.1,0.4,0.0,86,1000.6,3.7,4.8,7.8,359.0
-0.1,-0.2,0.0,0.0,88,1000.8,3.7,4.7,6.9,8.0
-0.1,-0.1,0.0,0.0,88,1000.8,3.0,4.3,7.9,356.0
0.1,0.0,0.2,0.0,83,1000.6,4.3,5.5,8.2,11.0
0.0,-0.1,0.2,0.0,82,1000.6,3.9,4.9,9.7,2.0
0.0,-0.1,0.1,0.0,83,1000.5,3.6,4.6,7.4,356.0
-0.1,-0.1,0.0,0.0,85,1000.5,3.2,4.1,7.2,356.0
-0.1,-0.2,0.0,0.0,83,1000.4,3.6,4.1,7.5,356.0
-0.1,-0.2,0.0,0.0,84,1000.4,3.2,3.8,6.9,349.0
-0.1,-0.2,-0.1,0.0,84,1000.4,3.0,3.6,6.6,345.0
-0.2,-0.2,-0.1,0.0,84,1000.4,2.8,3.0,5.4,346.0
-0.2,-0.2,-0.2,0.0,85,1000.2,2.8,3.5,5.4,350.0
-0.2,-0.3,-0.2,0.0,87,1000.2,2.6,3.0,5.1,343.0
-0.2,-0.3,-0.2,0.0,90,1000.3,2.4,2.8,4.5,334.0
-0.2,-0.2,-0.1,0.0,89,1000.3,2.3,2.6,4.8,339.0
-0.2,-0.3,-0.2,0.0,91,1000.3,2.5,2.9,4.9,344.0
-0.2,-0.3,-0.1,0.0,91,1000.4,2.4,2.9,4.5,350.0
0.0,-0.1,0.2,0.0,90,1000.6,2.4,2.8,4.4,351.0
0.3,0.1,0.4,0.0,88,1001.0,2.9,3.5,5.1,354.0
0.5,0.4,0.6,0.0,87,1001.2,2.6,3.2,5.5,347.0
0.7,0.6,0.8,0.0,86,1001.3,2.9,3.6,5.8,358.0
0.7,0.6,0.8,0.0,85,1001.5,3.1,3.7,6.5,358.0
0.7,0.6,0.8,0.0,83,1001.8,3.0,3.5,5.8,2.0
0.7,0.6,0.8,0.0,83,1002.0,3.1,3.8,5.3,6.0
0.6,0.5,0.7,0.0,86,1002.2,3.0,3.6,5.2,14.0
0.5,0.4,0.6,0.0,84,1002.4,3.3,3.7,6.4,24.0
0.2,0.0,0.4,0.0,83,1002.8,4.1,5.5,8.1,32.0
0.0,-0.1,0.1,0.0,82,1003.2,3.3,4.0,6.6,28.0
-0.2,-0.3,-0.1,0.0,82,1003.6,3.7,4.3,7.2,30.0
-0.4,-0.5,-0.3,0.0,82,1003.7,3.5,4.2,6.7,34.0
-0.5,-0.5,-0.4,0.0,81,1004.0,3.8,4.9,8.2,42.0
-0.4,-0.5,-0.4,0.0,80,1004.2,3.1,4.2,6.0,24.0
-0.5,-0.5,-0.4,0.0,82,1004.5,3.4,4.1,6.4,36.0
-0.5,-0.6,-0.5,0.0,84,1004.9,3.2,4.2,6.2,40.0
-0.5,-0.6,-0.5,0.0,84,1005.2,3.8,4.3,6.7,31.0
-0.6,-0.6,-0.5,0.0,85,1005.5,3.6,4.6,7.4,38.0
-0.6,-0.7,-0.6,0.0,86,1005.9,3.4,4.3,6.5,34.0
-0.6,-0.6,-0.5,0.0,86,1006.2,3.4,4.4,6.8,24.0
-0.5,-0.6,-0.5,0.0,84,1006.4,3.5,4.5,6.9,28.0
-0.5,-0.5,-0.4,0.0,84,1006.8,3.6,4.0,7.0,28.0
-0.4,-0.4,-0.2,0.0,83,1007.2,3.5,4.3,7.9,29.0
-0.2,-0.3,0.0,0.0,83,1007.6,3.6,4.1,7.9,31.0
0.1,-0.1,0.3,0.0,83,1008.2,3.8,4.4,6.9,34.0
0.4,0.2,0.6,0.0,82,1008.6,3.9,4.2,7.2,44.0
0.6,0.5,0.6,0.0,82,1009.1,3.5,4.2,7.3,38.0
0.6,0.5,0.7,0.0,82,1009.5,3.4,4.3,6.8,28.0
0.6,0.5,0.7,0.0,80,1009.9,3.3,4.3,6.4,28.0
0.4,0.0,0.6,0.0,80,1010.3,3.6,4.2,6.5,24.0
-0.5,-1.0,0.0,0.0,82,1010.9,4.2,5.2,8.5,21.0
-1.0,-1.2,-0.8,0.0,83,1011.5,3.9,5.0,7.6,29.0
-1.2,-1.3,-1.1,0.0,83,1011.9,4.4,5.3,8.0,34.0
-0.9,-1.1,-0.8,0.0,82,1012.3,3.7,4.5,7.2,30.0
-0.8,-0.9,-0.7,0.0,80,1012.7,3.0,3.8,6.8,21.0
-1.1,-1.3,-0.9,0.0,80,1013.2,3.0,3.9,6.2,32.0
-1.5,-1.6,-1.3,0.0,81,1013.6,3.4,4.3,6.6,16.0
-1.8,-1.9,-1.5,0.0,82,1014.0,2.9,3.8,5.6,353.0
-2.0,-2.1,-1.8,0.0,80,1014.5,3.2,4.4,6.7,11.0
-2.2,-2.4,-2.1,0.0,76,1014.6,3.5,4.0,6.6,355.0
-2.5,-2.7,-2.3,0.0,76,1015.0,3.9,5.1,7.8,27.0
-2.8,-2.9,-2.7,0.0,74,1015.6,3.7,4.5,6.7,26.0
-2.9,-3.1,-2.7,0.0,76,1016.1,3.2,4.6,7.5,6.0
-3.8,-4.3,-3.2,0.0,75,1016.7,4.8,5.9,8.5,3.0
-4.2,-4.3,-4.1,0.0,70,1017.1,3.9,4.6,7.6,22.0
-4.2,-4.4,-4.1,0.0,67,1017.3,4.0,4.9,7.2,24.0
-4.9,-5.3,-4.4,0.0,75,1017.7,3.0,4.2,5.9,8.0
-4.6,-5.1,-4.2,0.0,73,1017.9,3.0,3.5,5.9,16.0
-3.0,-3.4,-2.5,0.0,65,1018.8,3.0,3.8,5.7,28.0
-2.4,-2.6,-2.2,0.0,64,1018.9,3.3,3.7,6.7,46.0
-2.3,-2.5,-2.2,0.0,67,1019.2,3.0,3.5,5.9,49.0
-2.2,-2.4,-2.0,0.0,68,1019.5,3.0,3.8,5.9,53.0
-2.6,-2.9,-2.2,0.0,71,1019.7,3.0,3.4,5.2,54.0
-3.0,-3.1,-2.8,0.0,73,1020.1,3.2,3.7,5.2,41.0
-3.1,-3.2,-3.0,0.0,73,1020.6,3.3,4.1,5.4,43.0
-3.4,-3.8,-3.1,0.0,74,1020.9,3.4,4.0,5.9,29.0
-4.0,-4.2,-3.7,0.0,75,1021.1,3.3,3.8,5.7,30.0
-4.3,-4.5,-4.2,0.0,77,1021.5,3.7,4.5,6.7,49.0
-4.4,-4.5,-4.3,0.0,79,1021.8,2.7,3.4,4.6,64.0
-4.4,-4.5,-4.3,0.0,79,1022.1,2.6,3.5,4.9,57.0
